FECHA,IMPORTE
2020-05-01,1912.13
2020-05-01,279.29
2020-05-01,18.97
2020-05-01,263.22
2020-05-01,1100.0
2020-05-01,0.0
2020-05-01,81.08
2020-05-01,336.9
2020-05-01,936.0
2020-05-01,0.0
2020-05-01,1767.52
2020-05-01,1932.69
2020-05-01,125.0
2020-05-01,44.73
2020-05-01,361.21
2020-05-01,114.02
2020-05-01,4261.32
2020-05-01,900.56
2020-05-01,2861.52
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,217.2
2020-05-01,2961.0
2020-05-01,781.0
2020-05-01,176.72
2020-05-01,3300.0
2020-05-01,1364.67
2020-05-01,1264.0
2020-05-01,113.0
2020-05-01,113.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,129.85
2020-05-01,261.23
2020-05-01,529.82
2020-05-01,3364.28
2020-05-01,55.17
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,559.32
2020-05-01,189.3
2020-05-01,2359.8
2020-05-01,0.0
2020-05-01,647.74
2020-05-01,86.93
2020-05-01,95.12
2020-05-01,1724.14
2020-05-01,4320.0
2020-05-01,79.26
2020-05-01,5039.65
2020-05-01,165.58
2020-05-01,1163.8
2020-05-01,1637.93
2020-05-01,490.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.01
2020-05-01,6500.0
2020-06-01,1200.0
2020-06-01,0.0
2020-06-01,0.0
2020-06-01,0.0
2020-06-01,0.0
2020-06-01,965.36
2020-06-01,100.0
2020-06-01,261.09
2020-06-01,861.0
2020-06-01,300.0
2020-06-01,0.0
2020-06-01,3500.0
2020-06-01,1250.0
2020-06-01,180.0
2020-06-01,37.5
2020-06-01,5400.0
2020-06-01,291.45
2020-06-01,291.45
2020-06-01,175.0
2020-06-01,0.0
2020-06-01,0.0
2020-06-01,0.0
2020-06-01,15.64
2020-06-01,3960.0
2020-06-01,2940.0
2020-06-01,0.0
2020-06-01,0.0
2020-06-01,0.0
2020-06-01,4485.0
2020-06-01,3105.54
2020-06-01,0.0
2020-06-01,0.0
2020-06-01,1587.06
2020-06-01,121.9
2020-06-01,474.72
2020-06-01,432.83
2020-06-01,57.42
2020-06-01,0.0
2020-06-01,35.0
2020-06-01,1656.45
2020-06-01,2064.69
2020-06-01,463.55
2020-06-01,202.44
2020-06-01,752.43
2020-06-01,2585.0
2020-06-01,600.0
2020-06-01,0.0
2020-06-01,0.0
2020-06-01,3833.0
2020-06-01,3300.0
2020-06-01,4620.0
2020-06-01,237.86
